DIVISION   |   DATA   |   HOME TEAM   |   AWAY TEAM   |   HT GOALS   |   AT AWAY   |   FT RESULT
Div   Invalid date   HomeTeam   AwayTeam   FTHG   FTAG   FTR
D2   2012-04-13   Greuther Furth   St Pauli   2   1   H
D2   2012-04-13   Hansa Rostock   Frankfurt FSV   0   5   A
D2   2012-04-13   Union Berlin   Braunschweig   1   0   H
D2   2012-04-14   Duisburg   Aachen   2   0   H
D2   2012-04-14   Ein Frankfurt   Erzgebirge Aue   4   0   H
D2   2012-04-15   Bochum   Munich 1860   2   2   D
D2   2012-04-15   Ingolstadt   Karlsruhe   2   1   H
D2   2012-04-15   Paderborn   Cottbus   3   1   H
D2   2012-04-16   Dresden   Fortuna Dusseldorf   2   1   H
D2   2012-04-20   Braunschweig   Duisburg   0   0   D
D2   2012-04-20   Cottbus   Bochum   1   1   D
D2   2012-04-20   Frankfurt FSV   Greuther Furth   1   1   D
D2   2012-04-21   Erzgebirge Aue   Dresden   1   1   D
D2   2012-04-21   Munich 1860   Ingolstadt   4   1   H
D2   2012-04-22   Fortuna Dusseldorf   Union Berlin   2   1   H
D2   2012-04-22   Karlsruhe   Paderborn   2   0   H
D2   2012-04-22   St Pauli   Hansa Rostock   3   0   H
D2   2012-04-23   Aachen   Ein Frankfurt   0   3   A
D2   2012-04-29   Aachen   Karlsruhe   1   0   H
D2   2012-04-29   Bochum   Braunschweig   2   0   H
D2   2012-04-29   Dresden   St Pauli   1   0   H
D2   2012-04-29   Duisburg   Erzgebirge Aue   2   1   H
D2   2012-04-29   Ein Frankfurt   Munich 1860   0   2   A
D2   2012-04-29   Greuther Furth   Fortuna Dusseldorf   1   1   D
D2   2012-04-29   Ingolstadt   Cottbus   1   0   H
D2   2012-04-29   Paderborn   Frankfurt FSV   1   0   H
D2   2012-04-29   Union Berlin   Hansa Rostock   5   4   H
D2   2012-05-06   Braunschweig   Ingolstadt   3   1   H
D2   2012-05-06   Cottbus   Union Berlin   2   1   H
D2   2012-05-06   Erzgebirge Aue   Bochum   2   1   H
D2   2012-05-06   Fortuna Dusseldorf   Duisburg   2   2   D
D2   2012-05-06   Frankfurt FSV   Dresden   1   1   D
D2   2012-05-06   Hansa Rostock   Greuther Furth   2   2   D
D2   2012-05-06   Karlsruhe   Ein Frankfurt   1   0   H
D2   2012-05-06   Munich 1860   Aachen   1   2   A
D2   2012-05-06   St Pauli   Paderborn   5   0   H
DIVISION   |   DATA   |   HOME TEAM   |   AWAY TEAM   |   HT GOALS   |   AT AWAY   |   FT RESULT
Div   Invalid date   HomeTeam   AwayTeam   FTHG   FTAG   FTR
D2   2010-08-20   Aachen   Union Berlin   2   2   D
D2   2010-08-20   Frankfurt FSV   Bielefeld   2   1   H
D2   2010-08-20   Hertha   Oberhausen   3   2   H
D2   2010-08-21   Ingolstadt   Augsburg   1   4   A
D2   2010-08-21   Paderborn   Erzgebirge Aue   0   1   A
D2   2010-08-22   Cottbus   Fortuna Dusseldorf   2   0   H
D2   2010-08-22   Greuther Furth   Karlsruhe   4   1   H
D2   2010-08-22   Osnabruck   Duisburg   1   3   A
D2   2010-08-23   Bochum   Munich 1860   3   2   H
D2   2010-08-27   Augsburg   Paderborn   1   0   H
D2   2010-08-27   Erzgebirge Aue   Bochum   1   0   H
D2   2010-08-27   Oberhausen   Frankfurt FSV   1   0   H
D2   2010-08-28   Duisburg   Ingolstadt   4   1   H
D2   2010-08-28   Union Berlin   Greuther Furth   1   2   A
D2   2010-08-29   Bielefeld   Cottbus   1   2   A
D2   2010-08-29   Karlsruhe   Aachen   3   0   H
D2   2010-08-29   Munich 1860   Osnabruck   3   1   H
D2   2010-08-30   Fortuna Dusseldorf   Hertha   1   2   A
D2   2010-09-10   Ingolstadt   Oberhausen   1   2   A
D2   2010-09-10   Osnabruck   Erzgebirge Aue   3   2   H
D2   2010-09-10   Paderborn   Union Berlin   2   0   H
D2   2010-09-11   Duisburg   Munich 1860   2   1   H
D2   2010-09-11   Frankfurt FSV   Fortuna Dusseldorf   1   0   H
D2   2010-09-12   Bochum   Augsburg   0   2   A
D2   2010-09-12   Greuther Furth   Aachen   1   1   D
D2   2010-09-12   Hertha   Bielefeld   3   1   H
D2   2010-09-13   Cottbus   Karlsruhe   5   5   D
D2   2010-09-17   Aachen   Cottbus   2   3   A
D2   2010-09-17   Greuther Furth   Frankfurt FSV   1   0   H
D2   2010-09-17   Union Berlin   Hertha   1   1   D
D2   2010-09-18   Karlsruhe   Paderborn   2   1   H
D2   2010-09-18   Oberhausen   Bochum   3   1   H
D2   2010-09-19   Augsburg   Osnabruck   2   2   D
D2   2010-09-19   Bielefeld   Ingolstadt   1   0   H
D2   2010-09-19   Erzgebirge Aue   Duisburg   1   0   H
D2   2010-09-19   Fortuna Dusseldorf   Munich 1860   1   2   A
D2   2010-09-21   Cottbus   Greuther Furth   2   0   H
D2   2010-09-21   Frankfurt FSV   Aachen   1   3   A
D2   2010-09-21   Hertha   Karlsruhe   4   0   H
D2   2010-09-21   Paderborn   Oberhausen   0   0   D
D2   2010-09-22   Bochum   Bielefeld   3   1   H
D2   2010-09-22   Duisburg   Augsburg   1   0   H
D2   2010-09-22   Ingolstadt   Fortuna Dusseldorf   3   0   H
D2   2010-09-22   Munich 1860   Erzgebirge Aue   0   0   D
D2   2010-09-22   Osnabruck   Union Berlin   4   1   H
D2   2010-09-24   Aachen   Paderborn   2   0   H
D2   2010-09-24   Cottbus   Hertha   0   1   A
D2   2010-09-24   Karlsruhe   Frankfurt FSV   0   2   A
D2   2010-09-25   Bielefeld   Erzgebirge Aue   0   1   A
D2   2010-09-25   Greuther Furth   Ingolstadt   1   0   H
D2   2010-09-26   Augsburg   Munich 1860   1   2   A
D2   2010-09-26   Oberhausen   Osnabruck   1   0   H
D2   2010-09-26   Union Berlin   Duisburg   2   0   H
D2   2010-09-27   Fortuna Dusseldorf   Bochum   0   1   A
D2   2010-10-01   Duisburg   Oberhausen   3   0   H
D2   2010-10-01   Ingolstadt   Karlsruhe   1   1   D
D2   2010-10-01   Paderborn   Bielefeld   3   1   H
D2   2010-10-02   Bochum   Greuther Furth   0   2   A
D2   2010-10-02   Osnabruck   Fortuna Dusseldorf   2   3   A
D2   2010-10-03   Erzgebirge Aue   Augsburg   3   2   H
D2   2010-10-03   Frankfurt FSV   Cottbus   3   2   H
D2   2010-10-03   Munich 1860   Union Berlin   1   0   H
D2   2010-10-04   Hertha   Aachen   0   0   D
D2   2010-10-15   Fortuna Dusseldorf   Augsburg   1   0   H
D2   2010-10-15   Greuther Furth   Osnabruck   3   0   H
D2   2010-10-15   Union Berlin   Erzgebirge Aue   1   1   D
D2   2010-10-16   Frankfurt FSV   Hertha   0   1   A
D2   2010-10-16   Karlsruhe   Bochum   0   2   A
D2   2010-10-17   Aachen   Ingolstadt   2   1   H
D2   2010-10-17   Cottbus   Paderborn   3   1   H
D2   2010-10-17   Oberhausen   Munich 1860   0   0   D
D2   2010-10-18   Bielefeld   Duisburg   1   3   A
D2   2010-10-22   Augsburg   Union Berlin   2   1   H
D2   2010-10-22   Hertha   Greuther Furth   2   0   H
D2   2010-10-22   Osnabruck   Cottbus   2   0   H
D2   2010-10-23   Ingolstadt   Frankfurt FSV   0   1   A
D2   2010-10-23   Munich 1860   Bielefeld   0   0   D
D2   2010-10-24   Bochum   Aachen   1   1   D
D2   2010-10-24   Duisburg   Karlsruhe   3   0   H
D2   2010-10-24   Paderborn   Fortuna Dusseldorf   3   0   H
D2   2010-10-25   Erzgebirge Aue   Oberhausen   2   0   H
D2   2010-10-29   Bielefeld   Union Berlin   1   2   A
D2   2010-10-29   Frankfurt FSV   Paderborn   2   0   H
D2   2010-10-29   Greuther Furth   Erzgebirge Aue   1   2   A
D2   2010-10-30   Hertha   Ingolstadt   3   1   H
D2   2010-10-30   Karlsruhe   Munich 1860   2   4   A
D2   2010-10-31   Aachen   Osnabruck   2   1   H
D2   2010-10-31   Cottbus   Bochum   2   1   H
D2   2010-10-31   Oberhausen   Augsburg   0   3   A
D2   2010-11-01   Fortuna Dusseldorf   Duisburg   1   0   H
D2   2010-11-05   Bochum   Frankfurt FSV   1   0   H
D2   2010-11-05   Erzgebirge Aue   Fortuna Dusseldorf   1   0   H
D2   2010-11-05   Ingolstadt   Cottbus   1   2   A
D2   2010-11-06   Augsburg   Bielefeld   3   0   H
D2   2010-11-06   Duisburg   Greuther Furth   2   0   H
D2   2010-11-07   Munich 1860   Aachen   2   1   H
D2   2010-11-07   Paderborn   Hertha   1   0   H
D2   2010-11-07   Union Berlin   Oberhausen   2   1   H
D2   2010-11-08   Osnabruck   Karlsruhe   0   0   D
D2   2010-11-12   Fortuna Dusseldorf   Oberhausen   3   0   H
D2   2010-11-12   Greuther Furth   Augsburg   1   1   D
D2   2010-11-12   Karlsruhe   Erzgebirge Aue   1   1   D
D2   2010-11-13   Bielefeld   Osnabruck   2   1   H
D2   2010-11-13   Frankfurt FSV   Union Berlin   2   1   H
D2   2010-11-14   Aachen   Duisburg   2   2   D
D2   2010-11-14   Cottbus   Munich 1860   0   0   D
D2   2010-11-14   Ingolstadt   Paderborn   1   2   A
D2   2010-11-15   Hertha   Bochum   2   0   H
D2   2010-11-19   Oberhausen   Bielefeld   3   0   H
D2   2010-11-19   Osnabruck   Hertha   2   0   H
D2   2010-11-19   Union Berlin   Fortuna Dusseldorf   1   0   H
D2   2010-11-20   Bochum   Ingolstadt   1   4   A
D2   2010-11-20   Paderborn   Greuther Furth   0   4   A
D2   2010-11-21   Augsburg   Karlsruhe   3   1   H
D2   2010-11-21   Erzgebirge Aue   Aachen   2   1   H
D2   2010-11-21   Munich 1860   Frankfurt FSV   3   3   D
D2   2010-11-22   Duisburg   Cottbus   2   2   D
D2   2010-11-26   Bielefeld   Fortuna Dusseldorf   0   2   A
D2   2010-11-26   Bochum   Paderborn   3   0   H
D2   2010-11-26   Frankfurt FSV   Osnabruck   4   1   H
D2   2010-11-27   Aachen   Augsburg   1   3   A
D2   2010-11-27   Hertha   Duisburg   0   2   A
D2   2010-11-28   Cottbus   Erzgebirge Aue   6   0   H
D2   2010-11-28   Ingolstadt   Union Berlin   1   0   H
D2   2010-11-28   Karlsruhe   Oberhausen   4   0   H
D2   2010-11-29   Greuther Furth   Munich 1860   1   0   H
D2   2010-12-03   Duisburg   Frankfurt FSV   1   3   A
D2   2010-12-03   Oberhausen   Aachen   1   2   A
D2   2010-12-03   Osnabruck   Paderborn   2   2   D
D2   2010-12-04   Augsburg   Cottbus   4   0   H
D2   2010-12-04   Bielefeld   Greuther Furth   1   4   A
D2   2010-12-05   Erzgebirge Aue   Ingolstadt   1   1   D
D2   2010-12-05   Fortuna Dusseldorf   Karlsruhe   1   0   H
D2   2010-12-05   Munich 1860   Hertha   1   0   H
D2   2010-12-06   Union Berlin   Bochum   0   1   A
D2   2010-12-10   Aachen   Fortuna Dusseldorf   0   0   D
D2   2010-12-10   Greuther Furth   Oberhausen   0   0   D
D2   2010-12-10   Karlsruhe   Bielefeld   1   0   H
D2   2010-12-11   Frankfurt FSV   Augsburg   1   2   A
D2   2010-12-11   Paderborn   Duisburg   0   0   D
D2   2010-12-12   Bochum   Osnabruck   2   1   H
D2   2010-12-12   Hertha   Erzgebirge Aue   2   0   H
D2   2010-12-12   Ingolstadt   Munich 1860   1   1   D
D2   2010-12-13   Cottbus   Union Berlin   0   0   D
D2   2010-12-17   Bielefeld   Aachen   1   3   A
D2   2010-12-17   Duisburg   Bochum   0   1   A
D2   2010-12-18   Augsburg   Hertha   1   1   D
D2   2010-12-18   Fortuna Dusseldorf   Greuther Furth   1   0   H
D2   2010-12-19   Munich 1860   Paderborn   0   1   A
D2   2010-12-19   Oberhausen   Cottbus   0   4   A
D2   2010-12-19   Osnabruck   Ingolstadt   2   1   H
D2   2010-12-20   Union Berlin   Karlsruhe   3   1   H
D2   2011-01-14   Karlsruhe   Greuther Furth   1   1   D
D2   2011-01-14   Union Berlin   Aachen   2   1   H
D2   2011-01-15   Fortuna Dusseldorf   Cottbus   3   1   H
D2   2011-01-15   Munich 1860   Bochum   1   3   A
D2   2011-01-16   Augsburg   Ingolstadt   2   0   H
D2   2011-01-16   Bielefeld   Frankfurt FSV   1   1   D
D2   2011-01-16   Duisburg   Osnabruck   4   1   H
D2   2011-01-17   Oberhausen   Hertha   1   3   A
D2   2011-01-18   Erzgebirge Aue   Paderborn   1   0   H
D2   2011-01-21   Ingolstadt   Duisburg   1   1   D
D2   2011-01-21   Osnabruck   Munich 1860   0   1   A
D2   2011-01-21   Paderborn   Augsburg   1   1   D
D2   2011-01-22   Aachen   Karlsruhe   4   2   H
D2   2011-01-22   Cottbus   Bielefeld   2   1   H
D2   2011-01-23   Frankfurt FSV   Oberhausen   4   0   H
D2   2011-01-23   Greuther Furth   Union Berlin   1   0   H
D2   2011-01-23   Hertha   Fortuna Dusseldorf   4   2   H
D2   2011-01-24   Bochum   Erzgebirge Aue   2   0   H
D2   2011-01-28   Erzgebirge Aue   Osnabruck   0   1   A
D2   2011-01-28   Fortuna Dusseldorf   Frankfurt FSV   6   0   H
D2   2011-01-28   Oberhausen   Ingolstadt   1   1   D
D2   2011-01-29   Aachen   Greuther Furth   2   2   D
D2   2011-01-29   Munich 1860   Duisburg   1   1   D
D2   2011-01-30   Bielefeld   Hertha   1   3   A
D2   2011-01-30   Karlsruhe   Cottbus   1   0   H
D2   2011-01-30   Union Berlin   Paderborn   0   2   A
D2   2011-01-31   Augsburg   Bochum   0   1   A
D2   2011-02-01   Erzgebirge Aue   Frankfurt FSV   3   1   H
D2   2011-02-04   Cottbus   Aachen   3   3   D
D2   2011-02-04   Frankfurt FSV   Greuther Furth   0   0   D
D2   2011-02-04   Osnabruck   Augsburg   0   2   A
D2   2011-02-05   Hertha   Union Berlin   1   2   A
D2   2011-02-05   Paderborn   Karlsruhe   3   0   H
D2   2011-02-06   Bochum   Oberhausen   2   1   H
D2   2011-02-06   Duisburg   Erzgebirge Aue   3   1   H
D2   2011-02-06   Ingolstadt   Bielefeld   1   0   H
D2   2011-02-07   Munich 1860   Fortuna Dusseldorf   1   1   D
D2   2011-02-11   Augsburg   Duisburg   0   0   D
D2   2011-02-11   Oberhausen   Paderborn   2   0   H
D2   2011-02-11   Union Berlin   Osnabruck   3   3   D
D2   2011-02-12   Aachen   Frankfurt FSV   2   1   H
D2   2011-02-12   Greuther Furth   Cottbus   3   1   H
D2   2011-02-13   Bielefeld   Bochum   2   2   D
D2   2011-02-13   Fortuna Dusseldorf   Ingolstadt   3   1   H
D2   2011-02-13   Karlsruhe   Hertha   2   6   A
D2   2011-02-14   Erzgebirge Aue   Munich 1860   1   0   H
D2   2011-02-18   Bochum   Fortuna Dusseldorf   2   0   H
D2   2011-02-18   Ingolstadt   Greuther Furth   0   2   A
D2   2011-02-18   Munich 1860   Augsburg   0   2   A
D2   2011-02-19   Duisburg   Union Berlin   0   1   A
D2   2011-02-19   Paderborn   Aachen   1   3   A
D2   2011-02-20   Erzgebirge Aue   Bielefeld   3   0   H
D2   2011-02-20   Frankfurt FSV   Karlsruhe   1   2   A
D2   2011-02-20   Osnabruck   Oberhausen   3   1   H
D2   2011-02-21   Hertha   Cottbus   2   2   D
D2   2011-02-25   Cottbus   Frankfurt FSV   2   1   H
D2   2011-02-25   Oberhausen   Duisburg   0   0   D
D2   2011-02-25   Union Berlin   Munich 1860   0   1   A
D2   2011-02-26   Aachen   Hertha   0   5   A
D2   2011-02-26   Bielefeld   Paderborn   1   1   D
D2   2011-02-27   Fortuna Dusseldorf   Osnabruck   2   1   H
D2   2011-02-27   Greuther Furth   Bochum   1   1   D
D2   2011-02-27   Karlsruhe   Ingolstadt   1   4   A
D2   2011-02-28   Augsburg   Erzgebirge Aue   2   1   H
D2   2011-03-04   Hertha   Frankfurt FSV   3   1   H
D2   2011-03-04   Munich 1860   Oberhausen   1   1   D
D2   2011-03-04   Osnabruck   Greuther Furth   0   2   A
D2   2011-03-05   Bochum   Karlsruhe   1   1   D
D2   2011-03-05   Paderborn   Cottbus   0   5   A
D2   2011-03-06   Duisburg   Bielefeld   1   2   A
D2   2011-03-06   Erzgebirge Aue   Union Berlin   0   0   D
D2   2011-03-06   Ingolstadt   Aachen   2   1   H
D2   2011-03-07   Augsburg   Fortuna Dusseldorf   5   2   H
D2   2011-03-11   Frankfurt FSV   Ingolstadt   1   2   A
D2   2011-03-11   Karlsruhe   Duisburg   3   1   H
D2   2011-03-11   Oberhausen   Erzgebirge Aue   1   2   A
D2   2011-03-12   Fortuna Dusseldorf   Paderborn   0   0   D
D2   2011-03-12   Union Berlin   Augsburg   0   0   D
D2   2011-03-13   Aachen   Bochum   1   3   A
D2   2011-03-13   Bielefeld   Munich 1860   0   3   A
D2   2011-03-13   Cottbus   Osnabruck   2   0   H
D2   2011-03-14   Greuther Furth   Hertha   0   2   A
D2   2011-03-18   Duisburg   Fortuna Dusseldorf   1   0   H
D2   2011-03-18   Ingolstadt   Hertha   1   1   D
D2   2011-03-18   Munich 1860   Karlsruhe   5   1   H
D2   2011-03-19   Augsburg   Oberhausen   2   0   H
D2   2011-03-19   Osnabruck   Aachen   1   3   A
D2   2011-03-20   Erzgebirge Aue   Greuther Furth   0   0   D
D2   2011-03-20   Paderborn   Frankfurt FSV   2   2   D
D2   2011-03-20   Union Berlin   Bielefeld   2   2   D
D2   2011-03-21   Bochum   Cottbus   1   0   H
D2   2011-04-01   Bielefeld   Augsburg   0   2   A
D2   2011-04-01   Cottbus   Ingolstadt   1   2   A
D2   2011-04-01   Karlsruhe   Osnabruck   2   2   D
D2   2011-04-02   Fortuna Dusseldorf   Erzgebirge Aue   3   0   H
D2   2011-04-02   Greuther Furth   Duisburg   2   1   H
D2   2011-04-03   Aachen   Munich 1860   2   1   H
D2   2011-04-03   Hertha   Paderborn   2   0   H
D2   2011-04-03   Oberhausen   Union Berlin   0   2   A
D2   2011-04-04   Frankfurt FSV   Bochum   0   1   A
D2   2011-04-08   Augsburg   Greuther Furth   0   0   D
D2   2011-04-08   Duisburg   Aachen   3   2   H
D2   2011-04-08   Osnabruck   Bielefeld   0   0   D
D2   2011-04-09   Munich 1860   Cottbus   4   0   H
D2   2011-04-09   Oberhausen   Fortuna Dusseldorf   1   2   A
D2   2011-04-10   Erzgebirge Aue   Karlsruhe   1   1   D
D2   2011-04-10   Paderborn   Ingolstadt   1   1   D
D2   2011-04-10   Union Berlin   Frankfurt FSV   2   0   H
D2   2011-04-11   Bochum   Hertha   0   2   A
D2   2011-04-15   Fortuna Dusseldorf   Union Berlin   3   0   H
D2   2011-04-15   Frankfurt FSV   Munich 1860   2   1   H
D2   2011-04-15   Ingolstadt   Bochum   3   0   H
D2   2011-04-16   Cottbus   Duisburg   3   1   H
D2   2011-04-16   Hertha   Osnabruck   4   0   H
D2   2011-04-17   Aachen   Erzgebirge Aue   1   5   A
D2   2011-04-17   Bielefeld   Oberhausen   3   3   D
D2   2011-04-17   Greuther Furth   Paderborn   2   0   H
D2   2011-04-18   Karlsruhe   Augsburg   0   1   A
D2   2011-04-21   Erzgebirge Aue   Cottbus   1   2   A
D2   2011-04-21   Osnabruck   Frankfurt FSV   1   1   D
D2   2011-04-21   Paderborn   Bochum   0   0   D
D2   2011-04-23   Munich 1860   Greuther Furth   3   0   H
D2   2011-04-23   Oberhausen   Karlsruhe   2   1   H
D2   2011-04-24   Augsburg   Aachen   1   2   A
D2   2011-04-24   Fortuna Dusseldorf   Bielefeld   2   0   H
DIVISION   |   DATA   |   HOME TEAM   |   AWAY TEAM   |   HT GOALS   |   AT AWAY   |   FT RESULT
Div   Invalid date   HomeTeam   AwayTeam   FTHG   FTAG   FTR
I2   2013-08-23   Reggina   Bari   0   0   D
I2   2013-08-24   Avellino   Novara   2   1   H
I2   2013-08-24   Brescia   Virtus Lanciano   2   2   D
I2   2013-08-24   Empoli   Latina   3   1   H
I2   2013-08-24   Modena   Palermo   1   1   D
I2   2013-08-24   Padova   Trapani   0   2   A
I2   2013-08-24   Pescara   Juve Stabia   3   0   H
I2   2013-08-24   Siena   Crotone   5   2   H
I2   2013-08-24   Spezia   Cittadella   0   0   D
I2   2013-08-24   Ternana   Carpi   1   0   H
I2   2013-08-26   Cesena   Varese   1   0   H
I2   2013-08-31   Bari   Brescia   0   0   D
I2   2013-08-31   Cittadella   Ternana   2   2   D
I2   2013-08-31   Crotone   Cesena   1   2   A
I2   2013-08-31   Juve Stabia   Spezia   1   2   A
I2   2013-08-31   Latina   Avellino   1   1   D
I2   2013-08-31   Novara   Siena   2   1   H
I2   2013-08-31   Palermo   Empoli   1   2   A
I2   2013-08-31   Varese   Modena   1   1   D
I2   2013-08-31   Virtus Lanciano   Reggina   1   1   D
I2   2013-09-02   Trapani   Pescara   2   2   D
I2   2013-09-07   Brescia   Novara   1   1   D
I2   2013-09-07   Spezia   Carpi   0   2   A
I2   2013-09-08   Avellino   Ternana   1   0   H
I2   2013-09-08   Cesena   Virtus Lanciano   0   1   A
I2   2013-09-08   Empoli   Trapani   1   1   D
I2   2013-09-08   Latina   Varese   0   3   A
I2   2013-09-08   Modena   Cittadella   2   0   H
I2   2013-09-08   Padova   Palermo   0   3   A
I2   2013-09-08   Pescara   Crotone   2   2   D
I2   2013-09-08   Reggina   Juve Stabia   3   1   H
I2   2013-09-08   Siena   Bari   3   2   H
I2   2013-09-13   Palermo   Cesena   2   1   H
I2   2013-09-14   Bari   Modena   1   0   H
I2   2013-09-14   Carpi   Empoli   0   2   A
I2   2013-09-14   Cittadella   Latina   0   0   D
I2   2013-09-14   Crotone   Spezia   1   0   H
I2   2013-09-14   Juve Stabia   Siena   2   2   D
I2   2013-09-14   Novara   Padova   1   0   H
I2   2013-09-14   Trapani   Reggina   4   0   H
I2   2013-09-14   Varese   Pescara   3   2   H
I2   2013-09-14   Virtus Lanciano   Avellino   1   0   H
I2   2013-09-16   Ternana   Brescia   1   2   A
I2   2013-09-20   Latina   Virtus Lanciano   0   0   D
I2   2013-09-20   Spezia   Palermo   1   0   H
I2   2013-09-21   Avellino   Varese   1   1   D
I2   2013-09-21   Brescia   Crotone   1   2   A
I2   2013-09-21   Cesena   Carpi   4   1   H
I2   2013-09-21   Cittadella   Juve Stabia   0   2   A
I2   2013-09-21   Empoli   Padova   3   1   H
I2   2013-09-21   Modena   Trapani   3   1   H
I2   2013-09-21   Pescara   Bari   0   1   A
I2   2013-09-21   Reggina   Novara   1   1   D
I2   2013-09-21   Siena   Ternana   1   1   D
I2   2013-09-24   Bari   Palermo   2   1   H
I2   2013-09-24   Carpi   Brescia   0   0   D
I2   2013-09-24   Crotone   Modena   3   1   H
I2   2013-09-24   Empoli   Siena   0   0   D
I2   2013-09-24   Juve Stabia   Virtus Lanciano   0   1   A
I2   2013-09-24   Novara   Cittadella   2   2   D
I2   2013-09-24   Padova   Latina   0   0   D
I2   2013-09-24   Pescara   Avellino   1   1   D
I2   2013-09-24   Ternana   Spezia   1   2   A
I2   2013-09-24   Trapani   Cesena   0   1   A
I2   2013-09-24   Varese   Reggina   1   0   H
I2   2013-09-28   Cittadella   Crotone   1   0   H
I2   2013-09-28   Latina   Brescia   2   0   H
I2   2013-09-28   Modena   Padova   3   1   H
I2   2013-09-28   Palermo   Juve Stabia   3   0   H
I2   2013-09-28   Reggina   Carpi   0   1   A
I2   2013-09-28   Siena   Trapani   2   1   H
I2   2013-09-28   Spezia   Novara   0   0   D
I2   2013-09-28   Varese   Ternana   2   1   H
I2   2013-09-28   Virtus Lanciano   Bari   1   0   H
I2   2013-09-30   Avellino   Empoli   1   0   H
I2   2013-09-30   Cesena   Pescara   1   1   D
I2   2013-10-04   Padova   Varese   3   2   H
I2   2013-10-05   Avellino   Bari   1   0   H
I2   2013-10-05   Brescia   Palermo   1   1   D
I2   2013-10-05   Carpi   Cittadella   0   1   A
I2   2013-10-05   Cesena   Siena   1   1   D
I2   2013-10-05   Empoli   Modena   2   1   H
I2   2013-10-05   Novara   Virtus Lanciano   0   3   A
I2   2013-10-05   Pescara   Spezia   1   1   D
I2   2013-10-05   Ternana   Juve Stabia   1   1   D
I2   2013-10-05   Trapani   Latina   1   1   D
I2   2013-10-07   Crotone   Reggina   2   0   H
I2   2013-10-12   Reggina   Empoli   2   1   H
I2   2013-10-12   Spezia   Brescia   2   2   D
I2   2013-10-13   Bari   Crotone   1   2   A
I2   2013-10-13   Cittadella   Padova   1   0   H
I2   2013-10-13   Juve Stabia   Cesena   0   2   A
I2   2013-10-13   Latina   Modena   0   0   D
I2   2013-10-13   Palermo   Pescara   1   0   H
I2   2013-10-13   Siena   Avellino   3   0   H
I2   2013-10-13   Varese   Trapani   0   0   D
I2   2013-10-13   Virtus Lanciano   Ternana   1   1   D
I2   2013-10-14   Carpi   Novara   1   0   H
I2   2013-10-18   Cesena   Bari   2   1   H
I2   2013-10-19   Avellino   Carpi   4   1   H
I2   2013-10-19   Brescia   Cittadella   4   1   H
I2   2013-10-19   Crotone   Virtus Lanciano   1   2   A
I2   2013-10-19   Empoli   Varese   2   0   H
I2   2013-10-19   Modena   Reggina   3   0   H
I2   2013-10-19   Padova   Juve Stabia   2   1   H
I2   2013-10-19   Pescara   Latina   0   1   A
I2   2013-10-19   Ternana   Novara   5   0   H
I2   2013-10-19   Trapani   Spezia   1   1   D
I2   2013-10-21   Siena   Palermo   2   3   A
I2   2013-10-25   Reggina   Pescara   2   3   A
I2   2013-10-26   Bari   Trapani   1   1   D
I2   2013-10-26   Brescia   Siena   2   2   D
I2   2013-10-26   Carpi   Latina   1   1   D
I2   2013-10-26   Juve Stabia   Empoli   0   2   A
I2   2013-10-26   Palermo   Varese   0   0   D
I2   2013-10-26   Spezia   Modena   2   1   H
I2   2013-10-26   Ternana   Crotone   2   3   A
I2   2013-10-26   Virtus Lanciano   Padova   1   0   H
I2   2013-10-28   Novara   Cesena   1   1   D
I2   2013-10-29   Cittadella   Avellino   1   2   A
I2   2013-11-01   Cesena   Ternana   1   1   D
I2   2013-11-01   Crotone   Novara   2   2   D
I2   2013-11-01   Empoli   Bari   1   1   D
I2   2013-11-01   Latina   Reggina   1   0   H
I2   2013-11-01   Modena   Virtus Lanciano   1   0   H
I2   2013-11-01   Padova   Spezia   1   0   H
I2   2013-11-01   Pescara   Brescia   3   3   D
I2   2013-11-01   Trapani   Carpi   0   1   A
I2   2013-11-01   Varese   Juve Stabia   2   2   D
I2   2013-11-02   Siena   Cittadella   1   1   D
I2   2013-11-03   Avellino   Palermo   0   2   A
I2   2013-11-08   Spezia   Cesena   2   1   H
I2   2013-11-09   Bari   Varese   2   1   H
I2   2013-11-09   Brescia   Avellino   0   2   A
I2   2013-11-09   Carpi   Crotone   1   2   A
I2   2013-11-09   Cittadella   Pescara   0   1   A
I2   2013-11-09   Juve Stabia   Modena   1   1   D
I2   2013-11-09   Novara   Latina   2   2   D
I2   2013-11-09   Palermo   Trapani   3   0   H
I2   2013-11-09   Reggina   Padova   2   1   H
I2   2013-11-09   Virtus Lanciano   Siena   1   1   D
I2   2013-11-11   Ternana   Empoli   1   0   H
I2   2013-11-16   Padova   Brescia   0   0   D
I2   2013-11-16   Reggina   Palermo   0   2   A
I2   2013-11-17   Avellino   Juve Stabia   2   1   H
I2   2013-11-17   Cesena   Cittadella   2   2   D
I2   2013-11-17   Empoli   Virtus Lanciano   3   0   H
I2   2013-11-17   Latina   Bari   1   0   H
I2   2013-11-17   Modena   Carpi   2   3   A
I2   2013-11-17   Pescara   Ternana   2   1   H
I2   2013-11-17   Siena   Spezia   2   0   H
I2   2013-11-17   Trapani   Novara   2   1   H
I2   2013-11-17   Varese   Crotone   2   0   H
I2   2013-11-22   Novara   Pescara   0   0   D
I2   2013-11-23   Bari   Padova   2   2   D
I2   2013-11-23   Brescia   Cesena   0   0   D
